sweep,kind,shell,n_cells,n_anchors,mean_E,coll,mean_q,shell_n
572,closed,3,1124.0,100,1.7583,0.09075,5.66266,11.24
572,virtual,1,200.0,50,1.7417,0.08,5.24917,4.0
572,virtual,2,356.0,50,1.75189,0.08708,5.68867,7.12
572,virtual,3,513.0,50,1.7299,0.07797,5.93795,10.26
574,closed,1,400.0,100,1.77089,0.0925,5.27458,4.0
574,closed,2,742.0,100,1.70018,0.07008,5.55818,7.42
574,closed,3,1110.0,100,1.73886,0.08108,5.67447,11.1
574,virtual,1,200.0,50,1.70839,0.075,5.34667,4.0
574,virtual,2,366.0,50,1.69019,0.06284,5.67942,7.32
574,virtual,3,531.0,50,1.71522,0.07156,5.83522,10.62
576,closed,1,400.0,100,1.70505,0.0675,5.28625,4.0
576,closed,2,736.0,100,1.69126,0.06522,5.57405,7.36
576,closed,3,1122.0,100,1.74301,0.08467,5.65909,11.22
576,virtual,1,200.0,50,1.69807,0.07,5.07583,4.0
576,virtual,2,329.0,50,1.71652,0.07295,5.62158,6.58
576,virtual,3,478.0,50,1.71385,0.07531,5.78626,9.56
578,closed,1,400.0,100,1.71336,0.0725,5.3125,4.0
578,closed,2,733.0,100,1.73663,0.08186,5.57617,7.33
578,closed,3,1145.0,100,1.72814,0.07948,5.63683,11.45
578,virtual,1,200.0,50,1.68058,0.065,5.36,4.0
578,virtual,2,333.0,50,1.79403,0.1021,5.72272,6.66
578,virtual,3,529.0,50,1.71715,0.07372,5.70731,10.58
580,closed,1,400.0,100,1.61547,0.0425,5.28417,4.0
580,closed,2,749.0,100,1.79406,0.10013,5.5336,7.49
580,closed,3,1126.0,100,1.70837,0.07194,5.64002,11.26
580,virtual,1,200.0,50,1.71814,0.075,5.41333,4.0
580,virtual,2,365.0,50,1.69466,0.07123,5.61872,7.3
580,virtual,3,584.0,50,1.72223,0.08048,5.70719,11.68
582,closed,1,400.0,100,1.71914,0.075,5.27,4.0
582,closed,2,744.0,100,1.76388,0.08737,5.53248,7.44
582,closed,3,1116.0,100,1.74656,0.08513,5.6374,11.16
582,virtual,1,200.0,50,1.60564,0.03,5.145,4.0
582,virtual,2,347.0,50,1.72245,0.08069,5.63016,6.94
582,virtual,3,492.0,50,1.72355,0.07724,5.80183,9.84
584,closed,1,400.0,100,1.69885,0.0725,5.27167,4.0
584,closed,2,739.0,100,1.71686,0.07442,5.55232,7.39
584,closed,3,1105.0,100,1.71576,0.07602,5.66637,11.05
584,virtual,1,200.0,50,1.80001,0.095,5.2575,4.0
584,virtual,2,336.0,50,1.77584,0.09226,5.5625,6.72
584,virtual,3,510.0,50,1.75437,0.0902,5.70817,10.2
586,closed,1,400.0,100,1.72694,0.0775,5.29125,4.0
586,closed,2,741.0,100,1.70956,0.07152,5.54656,7.41
586,closed,3,1126.0,100,1.74252,0.08259,5.63544,11.26
586,virtual,1,200.0,50,1.79155,0.1,5.5825,4.0
586,virtual,2,371.0,50,1.69621,0.07278,5.7071,7.42
586,virtual,3,622.0,50,1.77381,0.09968,5.7425,12.44
588,closed,1,400.0,100,1.77803,0.0975,5.28458,4.0
588,closed,2,734.0,100,1.72563,0.07766,5.55972,7.34
588,closed,3,1131.0,100,1.78838,0.09991,5.64869,11.31
588,virtual,1,200.0,50,1.72478,0.08,5.36917,4.0
588,virtual,2,353.0,50,1.73074,0.07932,5.68886,7.06
588,virtual,3,540.0,50,1.76371,0.09259,5.81173,10.8
590,closed,1,400.0,100,1.77463,0.0925,5.28083,4.0
590,closed,2,734.0,100,1.70683,0.06948,5.54973,7.34
590,closed,3,1128.0,100,1.71004,0.07358,5.66785,11.28
590,virtual,1,200.0,50,1.77635,0.095,5.26,4.0
590,virtual,2,353.0,50,1.67715,0.05949,5.71058,7.06
590,virtual,3,567.0,50,1.72899,0.0776,5.75897,11.34
592,closed,1,400.0,100,1.69274,0.0675,5.3025,4.0
592,closed,2,742.0,100,1.7231,0.07682,5.55615,7.42
592,closed,3,1134.0,100,1.70827,0.06966,5.658,11.34
592,virtual,1,200.0,50,1.73384,0.08,5.41083,4.0
592,virtual,2,363.0,50,1.71198,0.07163,5.69054,7.26
592,virtual,3,577.0,50,1.69647,0.07106,5.77961,11.54
594,closed,1,400.0,100,1.71995,0.08,5.29583,4.0
594,closed,2,736.0,100,1.70991,0.06929,5.55525,7.36
594,closed,3,1144.0,100,1.76147,0.08916,5.63024,11.44
594,virtual,1,200.0,50,1.76922,0.09,5.37833,4.0
594,virtual,2,365.0,50,1.71693,0.07671,5.66073,7.3
594,virtual,3,559.0,50,1.73591,0.0805,5.66369,11.18
596,closed,1,400.0,100,1.75002,0.0875,5.30833,4.0
596,closed,2,743.0,100,1.73901,0.08075,5.53432,7.43
596,closed,3,1141.0,100,1.73991,0.08326,5.6303,11.41
596,virtual,1,200.0,50,1.74068,0.085,5.345,4.0
596,virtual,2,370.0,50,1.75999,0.08919,5.67342,7.4
596,virtual,3,526.0,50,1.71885,0.07605,5.81052,10.52
598,closed,1,400.0,100,1.71159,0.0725,5.29458,4.0
598,closed,2,739.0,100,1.74564,0.08525,5.53383,7.39
598,closed,3,1130.0,100,1.70742,0.07168,5.64956,11.3
598,virtual,1,200.0,50,1.81564,0.115,5.185,4.0
598,virtual,2,339.0,50,1.71388,0.07375,5.62881,6.78
598,virtual,3,519.0,50,1.83012,0.11368,5.68208,10.38
600,closed,1,400.0,100,1.71298,0.0725,5.26125,4.0
600,closed,2,750.0,100,1.70764,0.072,5.51956,7.5
600,closed,3,1110.0,100,1.73536,0.08198,5.66321,11.1
600,virtual,1,200.0,50,1.72637,0.075,5.15833,4.0
600,virtual,2,365.0,50,1.71437,0.07671,5.49909,7.3
600,virtual,3,521.0,50,1.70929,0.07102,5.70409,10.42
602,closed,1,400.0,100,1.70235,0.07,5.27833,4.0
602,closed,2,737.0,100,1.69819,0.06784,5.54297,7.37
602,closed,3,1137.0,100,1.71369,0.07388,5.64702,11.37
602,virtual,1,200.0,50,1.76709,0.095,5.20083,4.0
602,virtual,2,328.0,50,1.78141,0.09451,5.63618,6.56
602,virtual,3,532.0,50,1.70665,0.07143,5.72462,10.64
604,closed,1,400.0,100,1.79575,0.105,5.27875,4.0
604,closed,2,748.0,100,1.71997,0.07754,5.51159,7.48
604,closed,3,1123.0,100,1.7373,0.08192,5.65539,11.23
604,virtual,1,200.0,50,1.72508,0.08,5.32917,4.0
604,virtual,2,361.0,50,1.7115,0.07202,5.64728,7.22
604,virtual,3,553.0,50,1.68524,0.06148,5.75316,11.06
606,closed,1,400.0,100,1.73918,0.085,5.26708,4.0
606,closed,2,743.0,100,1.74839,0.08479,5.50022,7.43
606,closed,3,1108.0,100,1.70229,0.06949,5.6611,11.08
606,virtual,1,200.0,50,1.66906,0.06,5.37583,4.0
606,virtual,2,382.0,50,1.68525,0.06545,5.58115,7.64
606,virtual,3,598.0,50,1.72492,0.08027,5.63043,11.96
608,closed,1,400.0,100,1.76913,0.095,5.27792,4.0
608,closed,2,728.0,100,1.71163,0.07418,5.55403,7.28
608,closed,3,1115.0,100,1.73429,0.08251,5.64828,11.15
608,virtual,1,200.0,50,1.73859,0.085,5.43167,4.0
608,virtual,2,377.0,50,1.71019,0.07427,5.60345,7.54
608,virtual,3,578.0,50,1.73434,0.07612,5.68887,11.56
610,closed,1,400.0,100,1.76631,0.0925,5.27833,4.0
610,closed,2,730.0,100,1.71722,0.0726,5.55411,7.3
610,closed,3,1122.0,100,1.72713,0.08021,5.62225,11.22
610,virtual,1,200.0,50,1.71768,0.07,5.23583,4.0
610,virtual,2,359.0,50,1.77098,0.09471,5.56732,7.18
610,virtual,3,518.0,50,1.74887,0.0888,5.78024,10.36
612,closed,1,400.0,100,1.73467,0.0825,5.28292,4.0
612,closed,2,728.0,100,1.70123,0.07143,5.53526,7.28
612,closed,3,1128.0,100,1.72064,0.07358,5.62559,11.28
612,virtual,1,200.0,50,1.64978,0.055,5.1875,4.0
612,virtual,2,360.0,50,1.66558,0.05833,5.59352,7.2
612,virtual,3,518.0,50,1.7043,0.0695,5.79086,10.36
614,closed,1,400.0,100,1.78028,0.09,5.27208,4.0
614,closed,2,737.0,100,1.75592,0.08412,5.51199,7.37
614,closed,3,1109.0,100,1.71173,0.07394,5.65479,11.09
614,virtual,1,200.0,50,1.73321,0.085,5.4925,4.0
614,virtual,2,348.0,50,1.71315,0.07184,5.83285,6.96
614,virtual,3,548.0,50,1.70419,0.07117,5.78528,10.96
616,closed,1,400.0,100,1.79882,0.1,5.28458,4.0
616,closed,2,738.0,100,1.756,0.08537,5.50565,7.38
616,closed,3,1121.0,100,1.72799,0.07761,5.64362,11.21
616,virtual,1,200.0,50,1.68456,0.065,5.35,4.0
616,virtual,2,353.0,50,1.76701,0.08499,5.65817,7.06
616,virtual,3,548.0,50,1.75926,0.08942,5.73753,10.96
618,closed,1,400.0,100,1.70663,0.07,5.26792,4.0
618,closed,2,730.0,100,1.66565,0.05616,5.50091,7.3
618,closed,3,1109.0,100,1.72466,0.07935,5.63826,11.09
618,virtual,1,200.0,50,1.60272,0.035,5.28083,4.0
618,virtual,2,378.0,50,1.70433,0.06878,5.5463,7.56
618,virtual,3,553.0,50,1.80457,0.10488,5.71881,11.06
620,closed,1,400.0,100,1.74927,0.085,5.27792,4.0
620,closed,2,733.0,100,1.74965,0.08868,5.49818,7.33
620,closed,3,1115.0,100,1.70768,0.06996,5.64993,11.15
620,virtual,1,200.0,50,1.73235,0.08,5.47167,4.0
620,virtual,2,371.0,50,1.74978,0.08895,5.6478,7.42
620,virtual,3,591.0,50,1.76712,0.09137,5.58573,11.82
622,closed,1,400.0,100,1.75953,0.0875,5.28875,4.0
622,closed,2,738.0,100,1.74418,0.08537,5.50068,7.38
622,closed,3,1106.0,100,1.70891,0.07414,5.64195,11.06
622,virtual,1,200.0,50,1.72023,0.075,5.24833,4.0
622,virtual,2,342.0,50,1.75275,0.08772,5.49074,6.84
622,virtual,3,485.0,50,1.74076,0.07835,5.69828,9.7
624,closed,1,400.0,100,1.77127,0.0925,5.26958,4.0
624,closed,2,739.0,100,1.6922,0.06631,5.51083,7.39
624,closed,3,1106.0,100,1.7146,0.07324,5.65973,11.06
624,virtual,1,200.0,50,1.71287,0.075,5.41333,4.0
624,virtual,2,357.0,50,1.71945,0.07563,5.73063,7.14
624,virtual,3,544.0,50,1.68935,0.06618,5.74081,10.88
626,closed,1,400.0,100,1.71463,0.0725,5.2925,4.0
626,closed,2,742.0,100,1.77272,0.09299,5.52066,7.42
626,closed,3,1116.0,100,1.71998,0.07616,5.66801,11.16
626,virtual,1,200.0,50,1.70467,0.065,5.30417,4.0
626,virtual,2,328.0,50,1.71787,0.07622,5.86839,6.56
626,virtual,3,484.0,50,1.72387,0.07645,6.00138,9.68
628,closed,1,400.0,100,1.70937,0.0775,5.28833,4.0
628,closed,2,740.0,100,1.70999,0.07297,5.53671,7.4
628,closed,3,1122.0,100,1.67308,0.06061,5.65374,11.22
628,virtual,1,200.0,50,1.73281,0.085,5.35417,4.0
628,virtual,2,345.0,50,1.79952,0.10145,5.70725,6.9
628,virtual,3,528.0,50,1.73105,0.07765,5.81723,10.56
630,closed,1,400.0,100,1.79387,0.1025,5.28083,4.0
630,closed,2,739.0,100,1.74436,0.08254,5.50902,7.39
630,closed,3,1110.0,100,1.75,0.08468,5.65465,11.1
630,virtual,1,200.0,50,1.65921,0.06,5.32917,4.0
630,virtual,2,352.0,50,1.82094,0.10795,5.54451,7.04
630,virtual,3,533.0,50,1.77283,0.09193,5.72326,10.66
632,closed,1,400.0,100,1.63677,0.0475,5.30542,4.0
632,closed,2,743.0,100,1.76548,0.09152,5.51413,7.43
632,closed,3,1123.0,100,1.76248,0.08994,5.62838,11.23
632,virtual,1,200.0,50,1.73902,0.08,5.21833,4.0
632,virtual,2,345.0,50,1.77632,0.09565,5.51739,6.9
632,virtual,3,506.0,50,1.77017,0.08893,5.65481,10.12
634,closed,1,400.0,100,1.78355,0.0975,5.30208,4.0
634,closed,2,739.0,100,1.7963,0.10014,5.5336,7.39
634,closed,3,1124.0,100,1.73716,0.07829,5.63701,11.24
634,virtual,1,200.0,50,1.74745,0.085,5.29,4.0
634,virtual,2,356.0,50,1.71824,0.07584,5.67182,7.12
634,virtual,3,551.0,50,1.64774,0.05082,5.80127,11.02
636,closed,1,400.0,100,1.74959,0.085,5.28083,4.0
636,closed,2,732.0,100,1.70732,0.0724,5.53461,7.32
636,closed,3,1114.0,100,1.72616,0.0763,5.64288,11.14
636,virtual,1,200.0,50,1.7132,0.07,5.63667,4.0
636,virtual,2,392.0,50,1.72295,0.07398,5.66667,7.84
636,virtual,3,618.0,50,1.72405,0.07767,5.64186,12.36
638,closed,1,400.0,100,1.69808,0.0675,5.28792,4.0
638,closed,2,739.0,100,1.70291,0.07307,5.51872,7.39
638,closed,3,1127.0,100,1.72615,0.07365,5.61165,11.27
638,virtual,1,200.0,50,1.69319,0.07,5.42917,4.0
638,virtual,2,396.0,50,1.7446,0.08333,5.47769,7.92
638,virtual,3,621.0,50,1.69614,0.06119,5.57354,12.42
640,closed,1,400.0,100,1.73983,0.085,5.305,4.0
640,closed,2,734.0,100,1.72071,0.07902,5.5327,7.34
640,closed,3,1142.0,100,1.71574,0.07531,5.61398,11.42
640,virtual,1,200.0,50,1.84767,0.12,5.36833,4.0
640,virtual,2,350.0,50,1.73192,0.08,5.64238,7.0
640,virtual,3,526.0,50,1.68391,0.06654,5.72148,10.52
642,closed,1,400.0,100,1.74823,0.0875,5.29625,4.0
642,closed,2,734.0,100,1.72881,0.08174,5.53134,7.34
642,closed,3,1132.0,100,1.724,0.0742,5.6169,11.32
642,virtual,1,200.0,50,1.7794,0.1,5.28917,4.0
642,virtual,2,371.0,50,1.69815,0.07278,5.61186,7.42
642,virtual,3,557.0,50,1.73378,0.08079,5.6912,11.14
644,closed,1,400.0,100,1.75261,0.0875,5.28583,4.0
644,closed,2,732.0,100,1.80402,0.10109,5.53962,7.32
644,closed,3,1126.0,100,1.74247,0.08259,5.62922,11.26
644,virtual,1,200.0,50,1.76265,0.085,5.28583,4.0
644,virtual,2,355.0,50,1.69936,0.06761,5.66901,7.1
644,virtual,3,541.0,50,1.71585,0.07024,5.66975,10.82
646,closed,1,400.0,100,1.70195,0.07,5.26167,4.0
646,closed,2,730.0,100,1.74751,0.08493,5.52763,7.3
646,closed,3,1115.0,100,1.70254,0.06996,5.64918,11.15
646,virtual,1,200.0,50,1.75252,0.085,5.24167,4.0
646,virtual,2,367.0,50,1.77035,0.09264,5.53906,7.34
646,virtual,3,556.0,50,1.79578,0.10252,5.6274,11.12
648,closed,1,400.0,100,1.69956,0.07,5.26167,4.0
648,closed,2,725.0,100,1.69588,0.06759,5.48138,7.25
648,closed,3,1116.0,100,1.72322,0.07616,5.63725,11.16
648,virtual,1,200.0,50,1.78744,0.105,5.35167,4.0
648,virtual,2,347.0,50,1.69676,0.06916,5.73679,6.94
648,virtual,3,540.0,50,1.68199,0.06667,5.64907,10.8
650,closed,1,400.0,100,1.67279,0.06,5.27625,4.0
650,closed,2,736.0,100,1.72976,0.07609,5.50589,7.36
650,closed,3,1123.0,100,1.72331,0.07658,5.62125,11.23
650,virtual,1,200.0,50,1.71642,0.08,5.235,4.0
650,virtual,2,349.0,50,1.73757,0.08023,5.63563,6.98
650,virtual,3,518.0,50,1.74892,0.08687,5.65187,10.36
652,closed,1,400.0,100,1.6763,0.065,5.275,4.0
652,closed,2,736.0,100,1.75161,0.08832,5.49072,7.36
652,closed,3,1115.0,100,1.70349,0.07265,5.62945,11.15
652,virtual,1,200.0,50,1.65599,0.05,5.38167,4.0
652,virtual,2,384.0,50,1.70317,0.07292,5.66146,7.68
652,virtual,3,569.0,50,1.69179,0.06327,5.73286,11.38
654,closed,1,400.0,100,1.68401,0.065,5.27458,4.0
654,closed,2,735.0,100,1.70306,0.07211,5.4873,7.35
654,closed,3,1106.0,100,1.7492,0.08318,5.63713,11.06
654,virtual,1,200.0,50,1.75611,0.085,5.39167,4.0
654,virtual,2,365.0,50,1.66676,0.05753,5.62055,7.3
654,virtual,3,572.0,50,1.67618,0.06119,5.65851,11.44
656,closed,1,400.0,100,1.65439,0.0575,5.26208,4.0
656,closed,2,732.0,100,1.71026,0.0724,5.48907,7.32
656,closed,3,1101.0,100,1.73134,0.08174,5.64305,11.01
656,virtual,1,200.0,50,1.74672,0.09,5.30083,4.0
656,virtual,2,331.0,50,1.79364,0.0997,5.60373,6.62
656,virtual,3,510.0,50,1.76522,0.0902,5.65131,10.2
658,closed,1,400.0,100,1.71531,0.075,5.25375,4.0
658,closed,2,735.0,100,1.74068,0.08163,5.49705,7.35
658,closed,3,1102.0,100,1.75891,0.08802,5.64005,11.02
658,virtual,1,200.0,50,1.75588,0.09,5.31083,4.0
658,virtual,2,349.0,50,1.6804,0.06304,5.73448,6.98
658,virtual,3,552.0,50,1.73569,0.0779,5.79771,11.04
660,closed,1,400.0,100,1.66136,0.0575,5.25292,4.0
660,closed,2,731.0,100,1.72239,0.07798,5.49498,7.31
660,closed,3,1107.0,100,1.74799,0.08401,5.64679,11.07
660,virtual,1,200.0,50,1.72398,0.08,5.31667,4.0
660,virtual,2,376.0,50,1.78474,0.0984,5.58466,7.52
660,virtual,3,561.0,50,1.75782,0.08556,5.70202,11.22
662,closed,1,400.0,100,1.69445,0.0675,5.255,4.0
662,closed,2,731.0,100,1.74895,0.08482,5.49521,7.31
662,closed,3,1095.0,100,1.69868,0.06849,5.66712,10.95
662,virtual,1,200.0,50,1.61573,0.04,5.18083,4.0
662,virtual,2,347.0,50,1.6718,0.06052,5.5975,6.94
662,virtual,3,529.0,50,1.72034,0.07561,5.8012,10.58
664,closed,1,400.0,100,1.83572,0.12,5.2725,4.0
664,closed,2,727.0,100,1.71702,0.07565,5.4961,7.27
664,closed,3,1113.0,100,1.73161,0.07996,5.6475,11.13
664,virtual,1,200.0,50,1.65595,0.055,5.24,4.0
664,virtual,2,364.0,50,1.67384,0.06044,5.59799,7.28
664,virtual,3,522.0,50,1.69865,0.06705,5.72318,10.44
666,closed,1,400.0,100,1.74952,0.0875,5.2525,4.0
666,closed,2,726.0,100,1.73407,0.08127,5.49747,7.26
666,closed,3,1103.0,100,1.70254,0.0689,5.63599,11.03
666,virtual,1,200.0,50,1.84179,0.11,5.35167,4.0
666,virtual,2,341.0,50,1.75484,0.08504,5.72287,6.82
666,virtual,3,537.0,50,1.765,0.09125,5.7964,10.74
668,closed,1,400.0,100,1.71698,0.0775,5.2425,4.0
668,closed,2,717.0,100,1.73749,0.0781,5.51116,7.17
668,closed,3,1110.0,100,1.73232,0.08018,5.62973,11.1
668,virtual,1,200.0,50,1.66611,0.055,5.27417,4.0
668,virtual,2,351.0,50,1.76785,0.09402,5.58072,7.02
668,virtual,3,496.0,50,1.71396,0.0746,5.74798,9.92
670,closed,1,400.0,100,1.75863,0.0875,5.25583,4.0
670,closed,2,728.0,100,1.75426,0.08654,5.47253,7.28
670,closed,3,1098.0,100,1.75203,0.08743,5.64405,10.98
670,virtual,1,200.0,50,1.71078,0.075,5.33333,4.0
670,virtual,2,362.0,50,1.82142,0.1105,5.63444,7.24
670,virtual,3,536.0,50,1.72418,0.07649,5.80006,10.72
672,closed,1,400.0,100,1.80361,0.105,5.24458,4.0
672,closed,2,739.0,100,1.70471,0.06901,5.48669,7.39
672,closed,3,1091.0,100,1.67119,0.05866,5.66728,10.91
672,virtual,1,200.0,50,1.81657,0.105,5.20167,4.0
672,virtual,2,334.0,50,1.68987,0.06287,5.56687,6.68
672,virtual,3,514.0,50,1.74353,0.0856,5.68774,10.28
674,closed,1,400.0,100,1.7165,0.075,5.24417,4.0
674,closed,2,731.0,100,1.70738,0.06977,5.48518,7.31
674,closed,3,1101.0,100,1.72039,0.07448,5.6488,11.01
674,virtual,1,200.0,50,1.75023,0.085,5.25333,4.0
674,virtual,2,346.0,50,1.80337,0.10116,5.6185,6.92
674,virtual,3,524.0,50,1.79141,0.09733,5.76686,10.48
676,closed,1,400.0,100,1.72614,0.075,5.25333,4.0
676,closed,2,730.0,100,1.72294,0.07397,5.48539,7.3
676,closed,3,1097.0,100,1.75317,0.08751,5.64707,10.97
676,virtual,1,200.0,50,1.71356,0.075,5.35333,4.0
676,virtual,2,348.0,50,1.71975,0.07759,5.72079,6.96
676,virtual,3,554.0,50,1.73863,0.07762,5.74248,11.08
678,closed,1,400.0,100,1.70228,0.0625,5.26333,4.0
678,closed,2,737.0,100,1.77173,0.08955,5.47761,7.37
678,closed,3,1089.0,100,1.72389,0.07622,5.65121,10.89
678,virtual,1,200.0,50,1.78747,0.1,5.3225,4.0
678,virtual,2,351.0,50,1.71604,0.07123,5.56553,7.02
678,virtual,3,543.0,50,1.69568,0.0663,5.65316,10.86
680,closed,1,400.0,100,1.74048,0.085,5.26583,4.0
680,closed,2,737.0,100,1.73308,0.08277,5.49209,7.37
680,closed,3,1096.0,100,1.71755,0.07664,5.63793,10.96
680,virtual,1,200.0,50,1.83273,0.12,5.2725,4.0
680,virtual,2,355.0,50,1.73694,0.08451,5.56714,7.1
680,virtual,3,528.0,50,1.74274,0.08333,5.69223,10.56
682,closed,1,400.0,100,1.71083,0.075,5.25417,4.0
682,closed,2,725.0,100,1.83599,0.11862,5.49816,7.25
682,closed,3,1093.0,100,1.74266,0.08509,5.64059,10.93
682,virtual,1,200.0,50,1.80456,0.105,5.3375,4.0
682,virtual,2,349.0,50,1.70151,0.07163,5.64756,6.98
682,virtual,3,533.0,50,1.74496,0.08818,5.70013,10.66
684,closed,1,400.0,100,1.78347,0.095,5.265,4.0
684,closed,2,728.0,100,1.73188,0.07692,5.48581,7.28
684,closed,3,1113.0,100,1.75559,0.08805,5.60063,11.13
684,virtual,1,200.0,50,1.78468,0.1,5.27667,4.0
684,virtual,2,364.0,50,1.77198,0.09341,5.58745,7.28
684,virtual,3,535.0,50,1.71,0.07103,5.71184,10.7
686,closed,1,400.0,100,1.73864,0.085,5.26375,4.0
686,closed,2,730.0,100,1.74017,0.08219,5.49087,7.3
686,closed,3,1106.0,100,1.70321,0.06781,5.62492,11.06
686,virtual,1,200.0,50,1.67839,0.065,5.33,4.0
686,virtual,2,372.0,50,1.70077,0.06989,5.58781,7.44
686,virtual,3,522.0,50,1.76262,0.09004,5.83014,10.44
688,closed,1,400.0,100,1.75818,0.085,5.25875,4.0
688,closed,2,736.0,100,1.7315,0.0788,5.47577,7.36
688,closed,3,1092.0,100,1.711,0.07326,5.64499,10.92
688,virtual,1,200.0,50,1.72362,0.075,5.39167,4.0
688,virtual,2,365.0,50,1.71066,0.07671,5.67032,7.3
688,virtual,3,567.0,50,1.72378,0.07937,5.75103,11.34
690,closed,1,400.0,100,1.76389,0.09,5.28292,4.0
690,closed,2,733.0,100,1.71257,0.07231,5.49682,7.33
690,closed,3,1109.0,100,1.72395,0.07574,5.6306,11.09
690,virtual,1,200.0,50,1.73211,0.085,5.47417,4.0
690,virtual,2,382.0,50,1.75294,0.08377,5.65969,7.64
690,virtual,3,600.0,50,1.70162,0.07,5.74889,12.0
692,closed,1,400.0,100,1.70674,0.0675,5.25417,4.0
692,closed,2,726.0,100,1.75813,0.08678,5.5062,7.26
692,closed,3,1085.0,100,1.72529,0.07834,5.64869,10.85
692,virtual,1,200.0,50,1.6387,0.045,5.25417,4.0
692,virtual,2,365.0,50,1.74045,0.08493,5.60046,7.3
692,virtual,3,544.0,50,1.72337,0.07904,5.66544,10.88
694,closed,1,400.0,100,1.72768,0.0775,5.2825,4.0
694,closed,2,727.0,100,1.70926,0.07153,5.51146,7.27
694,closed,3,1109.0,100,1.69564,0.06763,5.61617,11.09
694,virtual,1,200.0,50,1.76968,0.095,5.1975,4.0
694,virtual,2,354.0,50,1.71631,0.07627,5.58427,7.08
694,virtual,3,529.0,50,1.69283,0.06616,5.7867,10.58
696,closed,1,400.0,100,1.71635,0.075,5.275,4.0
696,closed,2,734.0,100,1.74213,0.08583,5.48728,7.34
696,closed,3,1094.0,100,1.70389,0.06947,5.63772,10.94
696,virtual,1,200.0,50,1.75886,0.09,5.36583,4.0
696,virtual,2,382.0,50,1.86687,0.12565,5.60471,7.64
696,virtual,3,593.0,50,1.74887,0.08263,5.73187,11.86
698,closed,1,400.0,100,1.70344,0.07,5.26125,4.0
698,closed,2,728.0,100,1.70184,0.07005,5.49725,7.28
698,closed,3,1095.0,100,1.76625,0.08858,5.6411,10.95
698,virtual,1,200.0,50,1.67839,0.065,5.30083,4.0
698,virtual,2,343.0,50,1.80304,0.10496,5.73615,6.86
698,virtual,3,549.0,50,1.76061,0.0929,5.80996,10.98
700,closed,1,400.0,100,1.77889,0.095,5.25833,4.0
700,closed,2,727.0,100,1.67798,0.06052,5.50481,7.27
700,closed,3,1100.0,100,1.68607,0.06545,5.65015,11.0
700,virtual,1,200.0,50,1.91261,0.145,5.37333,4.0
700,virtual,2,386.0,50,1.77554,0.09326,5.58333,7.72
700,virtual,3,571.0,50,1.73029,0.07706,5.69761,11.42
702,closed,1,400.0,100,1.73338,0.0825,5.26292,4.0
702,closed,2,724.0,100,1.71445,0.07597,5.50622,7.24
702,closed,3,1081.0,100,1.7031,0.07031,5.66158,10.81
702,virtual,1,200.0,50,1.72607,0.08,5.2675,4.0
702,virtual,2,363.0,50,1.808,0.10468,5.55923,7.26
702,virtual,3,534.0,50,1.73663,0.08614,5.72347,10.68
704,closed,1,400.0,100,1.71419,0.0775,5.26792,4.0
704,closed,2,718.0,100,1.72749,0.0766,5.50905,7.18
704,closed,3,1095.0,100,1.70183,0.06941,5.63866,10.95
704,virtual,1,200.0,50,1.69511,0.065,5.0775,4.0
704,virtual,2,347.0,50,1.68974,0.06916,5.47262,6.94
704,virtual,3,517.0,50,1.71685,0.0735,5.61283,10.34
706,closed,1,400.0,100,1.7552,0.0875,5.25958,4.0
706,closed,2,721.0,100,1.70743,0.06657,5.50254,7.21
706,closed,3,1078.0,100,1.75817,0.08813,5.63729,10.78
706,virtual,1,200.0,50,1.67494,0.06,5.53333,4.0
706,virtual,2,402.0,50,1.81779,0.10697,5.60448,8.04
706,virtual,3,638.0,50,1.75512,0.08464,5.67999,12.76
708,closed,1,400.0,100,1.75505,0.0875,5.24333,4.0
708,closed,2,718.0,100,1.73176,0.07799,5.53227,7.18
708,closed,3,1072.0,100,1.73352,0.08116,5.67397,10.72
708,virtual,1,200.0,50,1.68512,0.07,5.54083,4.0
708,virtual,2,405.0,50,1.68484,0.06667,5.53745,8.1
708,virtual,3,608.0,50,1.70019,0.06908,5.56908,12.16
710,closed,1,400.0,100,1.81186,0.1075,5.25125,4.0
710,closed,2,721.0,100,1.73026,0.07906,5.52843,7.21
710,closed,3,1076.0,100,1.70451,0.0697,5.68494,10.76
710,virtual,1,200.0,50,1.67046,0.06,5.41417,4.0
710,virtual,2,359.0,50,1.69691,0.07242,5.67084,7.18
710,virtual,3,526.0,50,1.7666,0.09125,5.83143,10.52
712,closed,1,400.0,100,1.71839,0.075,5.24917,4.0
712,closed,2,726.0,100,1.74418,0.0854,5.51377,7.26
712,closed,3,1061.0,100,1.73936,0.08294,5.70735,10.61
712,virtual,1,200.0,50,1.68283,0.07,5.43417,4.0
712,virtual,2,350.0,50,1.68952,0.06571,5.83667,7.0
712,virtual,3,563.0,50,1.75013,0.08703,5.80491,11.26
714,closed,1,400.0,100,1.72656,0.075,5.25542,4.0
714,closed,2,713.0,100,1.70878,0.07293,5.54511,7.13
714,closed,3,1074.0,100,1.68413,0.06518,5.69569,10.74
714,virtual,1,200.0,50,1.78617,0.1,5.2675,4.0
714,virtual,2,374.0,50,1.7304,0.08289,5.46168,7.48
714,virtual,3,548.0,50,1.74069,0.08577,5.68644,10.96
716,closed,1,400.0,100,1.75831,0.09,5.23292,4.0
