sweep,kind,shell,n_cells,n_anchors,mean_E,coll,mean_q,shell_n
990,closed,3,1131.0,100,1.77253,0.09372,5.74433,11.31
990,virtual,1,200.0,50,1.81382,0.105,5.2775,4.0
990,virtual,2,384.0,50,1.71427,0.07292,5.64974,7.68
990,virtual,3,550.0,50,1.78166,0.09636,5.73424,11.0
992,closed,1,400.0,100,1.71848,0.0775,5.38875,4.0
992,closed,2,737.0,100,1.77499,0.09634,5.62596,7.37
992,closed,3,1136.0,100,1.73166,0.07746,5.74032,11.36
992,virtual,1,200.0,50,1.65317,0.055,5.2175,4.0
992,virtual,2,348.0,50,1.69446,0.06897,5.6092,6.96
992,virtual,3,517.0,50,1.75746,0.08704,5.70438,10.34
994,closed,1,400.0,100,1.74093,0.085,5.39333,4.0
994,closed,2,745.0,100,1.70281,0.07114,5.61812,7.45
994,closed,3,1129.0,100,1.75079,0.08503,5.73531,11.29
994,virtual,1,200.0,50,1.66183,0.05,5.285,4.0
994,virtual,2,348.0,50,1.59645,0.03448,5.5704,6.96
994,virtual,3,538.0,50,1.76218,0.08922,5.6868,10.76
996,closed,1,400.0,100,1.71268,0.0725,5.36875,4.0
996,closed,2,732.0,100,1.72592,0.0765,5.63138,7.32
996,closed,3,1114.0,100,1.73315,0.08169,5.76062,11.14
996,virtual,1,200.0,50,1.75471,0.085,5.08583,4.0
996,virtual,2,365.0,50,1.68086,0.06301,5.45799,7.3
996,virtual,3,514.0,50,1.79851,0.10117,5.65045,10.28
998,closed,1,400.0,100,1.74959,0.085,5.37,4.0
998,closed,2,741.0,100,1.75991,0.08772,5.60099,7.41
998,closed,3,1117.0,100,1.7194,0.07341,5.76664,11.17
998,virtual,1,200.0,50,1.74257,0.085,5.23583,4.0
998,virtual,2,353.0,50,1.73467,0.08215,5.54721,7.06
998,virtual,3,549.0,50,1.7585,0.0929,5.62599,10.98
1000,closed,1,400.0,100,1.73596,0.0825,5.38667,4.0
1000,closed,2,750.0,100,1.70507,0.06667,5.59978,7.5
1000,closed,3,1122.0,100,1.7238,0.07754,5.75371,11.22
1000,virtual,1,200.0,50,1.73291,0.085,5.34,4.0
1000,virtual,2,389.0,50,1.72767,0.07712,5.53042,7.78
1000,virtual,3,590.0,50,1.74811,0.08644,5.62655,11.8
1002,closed,1,400.0,100,1.72674,0.0825,5.38625,4.0
1002,closed,2,744.0,100,1.75827,0.08737,5.61671,7.44
1002,closed,3,1135.0,100,1.70463,0.07048,5.75316,11.35
1002,virtual,1,200.0,50,1.78033,0.095,5.37167,4.0
1002,virtual,2,349.0,50,1.75139,0.08309,5.67861,6.98
1002,virtual,3,554.0,50,1.67382,0.05596,5.74819,11.08
1004,closed,1,400.0,100,1.74919,0.0825,5.40042,4.0
1004,closed,2,751.0,100,1.74093,0.08256,5.60186,7.51
1004,closed,3,1142.0,100,1.74706,0.08406,5.77072,11.42
1004,virtual,1,200.0,50,1.68615,0.065,5.2625,4.0
1004,virtual,2,337.0,50,1.79006,0.09496,5.73046,6.74
1004,virtual,3,521.0,50,1.78805,0.10173,5.78023,10.42
1006,closed,1,400.0,100,1.67995,0.0625,5.385,4.0
1006,closed,2,751.0,100,1.72582,0.07856,5.59232,7.51
1006,closed,3,1135.0,100,1.76769,0.09604,5.77137,11.35
1006,virtual,1,200.0,50,1.70494,0.07,5.30333,4.0
1006,virtual,2,348.0,50,1.67216,0.05747,5.56753,6.96
1006,virtual,3,532.0,50,1.72799,0.07707,5.60276,10.64
1008,closed,1,400.0,100,1.72291,0.0775,5.37208,4.0
1008,closed,2,753.0,100,1.7704,0.09695,5.59495,7.53
1008,closed,3,1129.0,100,1.72859,0.07795,5.75155,11.29
1008,virtual,1,200.0,50,1.68297,0.065,5.16917,4.0
1008,virtual,2,357.0,50,1.73016,0.07563,5.5084,7.14
1008,virtual,3,544.0,50,1.72468,0.07721,5.70282,10.88
1010,closed,1,400.0,100,1.7084,0.0725,5.37625,4.0
1010,closed,2,747.0,100,1.7646,0.08835,5.60464,7.47
1010,closed,3,1134.0,100,1.69117,0.06614,5.73119,11.34
1010,virtual,1,200.0,50,1.64849,0.055,5.27417,4.0
1010,virtual,2,336.0,50,1.68772,0.07143,5.66865,6.72
1010,virtual,3,511.0,50,1.7178,0.07436,5.86301,10.22
1012,closed,1,400.0,100,1.73022,0.085,5.37,4.0
1012,closed,2,757.0,100,1.69778,0.07001,5.6026,7.57
1012,closed,3,1135.0,100,1.72694,0.08106,5.74684,11.35
1012,virtual,1,200.0,50,1.68811,0.07,5.355,4.0
1012,virtual,2,364.0,50,1.76809,0.09341,5.58745,7.28
1012,virtual,3,542.0,50,1.72044,0.07934,5.69588,10.84
1014,closed,1,400.0,100,1.71972,0.0775,5.37042,4.0
1014,closed,2,745.0,100,1.79124,0.10067,5.60783,7.45
1014,closed,3,1135.0,100,1.71906,0.07665,5.742,11.35
1014,virtual,1,200.0,50,1.76032,0.095,5.25583,4.0
1014,virtual,2,371.0,50,1.64161,0.05121,5.50854,7.42
1014,virtual,3,515.0,50,1.66216,0.06214,5.77961,10.3
1016,closed,1,400.0,100,1.74443,0.0825,5.35875,4.0
1016,closed,2,737.0,100,1.73107,0.0787,5.60968,7.37
1016,closed,3,1118.0,100,1.75727,0.08945,5.76312,11.18
1016,virtual,1,200.0,50,1.82125,0.105,5.295,4.0
1016,virtual,2,358.0,50,1.68751,0.06704,5.56006,7.16
1016,virtual,3,548.0,50,1.69851,0.06752,5.62318,10.96
1018,closed,1,400.0,100,1.73991,0.0875,5.3875,4.0
1018,closed,2,744.0,100,1.76737,0.08871,5.59431,7.44
1018,closed,3,1131.0,100,1.72339,0.07515,5.74285,11.31
1018,virtual,1,200.0,50,1.71111,0.07,5.275,4.0
1018,virtual,2,374.0,50,1.71734,0.07754,5.59848,7.48
1018,virtual,3,559.0,50,1.63633,0.04472,5.68694,11.18
1020,closed,1,400.0,100,1.6752,0.065,5.37208,4.0
1020,closed,2,732.0,100,1.71272,0.07377,5.62045,7.32
1020,closed,3,1133.0,100,1.72498,0.07855,5.73448,11.33
1020,virtual,1,200.0,50,1.57617,0.03,5.24,4.0
1020,virtual,2,375.0,50,1.73058,0.08,5.50444,7.5
1020,virtual,3,508.0,50,1.69052,0.06693,5.74147,10.16
1022,closed,1,400.0,100,1.71137,0.075,5.37583,4.0
1022,closed,2,734.0,100,1.74403,0.08583,5.63261,7.34
1022,closed,3,1130.0,100,1.75883,0.08761,5.74631,11.3
1022,virtual,1,200.0,50,1.67742,0.06,5.27667,4.0
1022,virtual,2,369.0,50,1.67756,0.06504,5.47832,7.38
1022,virtual,3,545.0,50,1.74387,0.08073,5.5844,10.9
1024,closed,1,400.0,100,1.72622,0.0775,5.37083,4.0
1024,closed,2,737.0,100,1.74756,0.08548,5.61646,7.37
1024,closed,3,1126.0,100,1.75878,0.09147,5.7349,11.26
1024,virtual,1,200.0,50,1.73789,0.085,5.3825,4.0
1024,virtual,2,380.0,50,1.74012,0.08158,5.61579,7.6
1024,virtual,3,566.0,50,1.75165,0.08481,5.74706,11.32
1026,closed,1,400.0,100,1.73359,0.08,5.38042,4.0
1026,closed,2,737.0,100,1.75935,0.0882,5.61443,7.37
1026,closed,3,1124.0,100,1.73532,0.08274,5.754,11.24
1026,virtual,1,200.0,50,1.60996,0.04,5.1825,4.0
1026,virtual,2,349.0,50,1.71269,0.07163,5.48949,6.98
1026,virtual,3,515.0,50,1.68047,0.06408,5.68447,10.3
1028,closed,1,400.0,100,1.72398,0.0775,5.38417,4.0
1028,closed,2,734.0,100,1.74044,0.08174,5.63442,7.34
1028,closed,3,1128.0,100,1.73711,0.07801,5.74734,11.28
1028,virtual,1,200.0,50,1.71768,0.065,5.2775,4.0
1028,virtual,2,366.0,50,1.69364,0.06831,5.53552,7.32
1028,virtual,3,550.0,50,1.72331,0.08,5.76879,11.0
1030,closed,1,400.0,100,1.78116,0.0975,5.39167,4.0
1030,closed,2,729.0,100,1.74455,0.08505,5.62917,7.29
1030,closed,3,1135.0,100,1.76306,0.09075,5.7304,11.35
1030,virtual,1,200.0,50,1.85653,0.12,5.28917,4.0
1030,virtual,2,356.0,50,1.70019,0.07303,5.56835,7.12
1030,virtual,3,520.0,50,1.76854,0.08846,5.69744,10.4
1032,closed,1,400.0,100,1.74977,0.0875,5.39792,4.0
1032,closed,2,730.0,100,1.74212,0.08356,5.64361,7.3
1032,closed,3,1140.0,100,1.72965,0.07982,5.74751,11.4
1032,virtual,1,200.0,50,1.77496,0.095,5.23917,4.0
1032,virtual,2,364.0,50,1.68385,0.06044,5.59295,7.28
1032,virtual,3,553.0,50,1.76761,0.09222,5.74714,11.06
1034,closed,1,400.0,100,1.73225,0.08,5.37167,4.0
1034,closed,2,736.0,100,1.73263,0.08152,5.62455,7.36
1034,closed,3,1134.0,100,1.70667,0.07231,5.73545,11.34
1034,virtual,1,200.0,50,1.72405,0.085,5.22583,4.0
1034,virtual,2,363.0,50,1.71502,0.07163,5.47337,7.26
1034,virtual,3,554.0,50,1.7189,0.07762,5.57491,11.08
1036,closed,1,400.0,100,1.65527,0.0525,5.37083,4.0
1036,closed,2,741.0,100,1.75756,0.09042,5.59019,7.41
1036,closed,3,1137.0,100,1.7812,0.09235,5.74157,11.37
1036,virtual,1,200.0,50,1.81687,0.11,5.29083,4.0
1036,virtual,2,360.0,50,1.8137,0.10833,5.5625,7.2
1036,virtual,3,566.0,50,1.72415,0.07951,5.59482,11.32
1038,closed,1,400.0,100,1.75528,0.09,5.38417,4.0
1038,closed,2,733.0,100,1.7535,0.08868,5.61846,7.33
1038,closed,3,1147.0,100,1.7621,0.09067,5.70764,11.47
1038,virtual,1,200.0,50,1.72442,0.075,5.1875,4.0
1038,virtual,2,360.0,50,1.79576,0.10278,5.50231,7.2
1038,virtual,3,511.0,50,1.73354,0.08023,5.60176,10.22
1040,closed,1,400.0,100,1.73133,0.0825,5.39583,4.0
1040,closed,2,732.0,100,1.7318,0.0806,5.62409,7.32
1040,closed,3,1159.0,100,1.73012,0.08024,5.72548,11.59
1040,virtual,1,200.0,50,1.80107,0.1,5.38583,4.0
1040,virtual,2,365.0,50,1.74205,0.08219,5.67945,7.3
1040,virtual,3,576.0,50,1.79032,0.09722,5.65422,11.52
1042,closed,1,400.0,100,1.71564,0.0775,5.38583,4.0
1042,closed,2,735.0,100,1.73443,0.08027,5.61701,7.35
1042,closed,3,1149.0,100,1.71932,0.07746,5.72193,11.49
1042,virtual,1,200.0,50,1.78408,0.095,5.13667,4.0
1042,virtual,2,362.0,50,1.74691,0.08287,5.41483,7.24
1042,virtual,3,512.0,50,1.67859,0.0625,5.63379,10.24
1044,closed,1,400.0,100,1.71154,0.0725,5.39917,4.0
1044,closed,2,740.0,100,1.69606,0.06757,5.62117,7.4
1044,closed,3,1151.0,100,1.71681,0.07385,5.68969,11.51
1044,virtual,1,200.0,50,1.7657,0.095,5.21833,4.0
1044,virtual,2,352.0,50,1.70816,0.07102,5.57244,7.04
1044,virtual,3,512.0,50,1.68353,0.0625,5.82943,10.24
1046,closed,1,400.0,100,1.80748,0.1075,5.40042,4.0
1046,closed,2,740.0,100,1.74359,0.08378,5.61441,7.4
1046,closed,3,1147.0,100,1.68905,0.06626,5.68643,11.47
1046,virtual,1,200.0,50,1.72232,0.075,5.17917,4.0
1046,virtual,2,379.0,50,1.7219,0.07652,5.50352,7.58
1046,virtual,3,566.0,50,1.69179,0.0636,5.57214,11.32
1048,closed,1,400.0,100,1.76855,0.0925,5.39125,4.0
1048,closed,2,735.0,100,1.78116,0.0966,5.63107,7.35
1048,closed,3,1143.0,100,1.74392,0.08574,5.68898,11.43
1048,virtual,1,200.0,50,1.72332,0.075,5.255,4.0
1048,virtual,2,354.0,50,1.76877,0.08192,5.64548,7.08
1048,virtual,3,561.0,50,1.79526,0.09804,5.70588,11.22
1050,closed,1,400.0,100,1.8076,0.105,5.38375,4.0
1050,closed,2,732.0,100,1.73925,0.08333,5.63138,7.32
1050,closed,3,1156.0,100,1.74371,0.08304,5.68555,11.56
1050,virtual,1,200.0,50,1.81083,0.105,5.21,4.0
1050,virtual,2,341.0,50,1.78289,0.09091,5.66227,6.82
1050,virtual,3,541.0,50,1.79565,0.10166,5.64941,10.82
1052,closed,1,400.0,100,1.73774,0.085,5.4025,4.0
1052,closed,2,725.0,100,1.7529,0.08828,5.63655,7.25
1052,closed,3,1156.0,100,1.76831,0.08997,5.6906,11.56
1052,virtual,1,200.0,50,1.83466,0.115,5.31667,4.0
1052,virtual,2,371.0,50,1.69872,0.06469,5.59164,7.42
1052,virtual,3,558.0,50,1.76229,0.0914,5.66308,11.16
1054,closed,1,400.0,100,1.71185,0.07,5.38292,4.0
1054,closed,2,727.0,100,1.74919,0.07978,5.62792,7.27
1054,closed,3,1139.0,100,1.73731,0.08165,5.71466,11.39
1054,virtual,1,200.0,50,1.68755,0.065,5.30667,4.0
1054,virtual,2,362.0,50,1.73558,0.08287,5.55709,7.24
1054,virtual,3,567.0,50,1.78356,0.097,5.6846,11.34
1056,closed,1,400.0,100,1.71064,0.0725,5.40375,4.0
1056,closed,2,727.0,100,1.75223,0.08391,5.62746,7.27
1056,closed,3,1159.0,100,1.70318,0.07075,5.70506,11.59
1056,virtual,1,200.0,50,1.74655,0.085,5.23417,4.0
1056,virtual,2,371.0,50,1.72376,0.07817,5.57727,7.42
1056,virtual,3,533.0,50,1.71622,0.07317,5.6551,10.66
1058,closed,1,400.0,100,1.65864,0.055,5.39917,4.0
1058,closed,2,743.0,100,1.72959,0.0821,5.59668,7.43
1058,closed,3,1159.0,100,1.69939,0.06816,5.70779,11.59
1058,virtual,1,200.0,50,1.83662,0.115,5.305,4.0
1058,virtual,2,387.0,50,1.79222,0.09819,5.53058,7.74
1058,virtual,3,534.0,50,1.7746,0.09551,5.6907,10.68
1060,closed,1,400.0,100,1.72398,0.08,5.41167,4.0
1060,closed,2,740.0,100,1.75587,0.08514,5.60293,7.4
1060,closed,3,1161.0,100,1.7244,0.07666,5.71677,11.61
1060,virtual,1,200.0,50,1.70105,0.07,5.1975,4.0
1060,virtual,2,352.0,50,1.78711,0.09943,5.47301,7.04
1060,virtual,3,523.0,50,1.69694,0.07075,5.59369,10.46
1062,closed,1,400.0,100,1.7273,0.0825,5.40792,4.0
1062,closed,2,743.0,100,1.74652,0.08345,5.59287,7.43
1062,closed,3,1154.0,100,1.75788,0.08839,5.70061,11.54
1062,virtual,1,200.0,50,1.82348,0.12,5.26333,4.0
1062,virtual,2,376.0,50,1.68171,0.06383,5.50399,7.52
1062,virtual,3,515.0,50,1.72548,0.07379,5.64822,10.3
1064,closed,1,400.0,100,1.71995,0.07,5.38833,4.0
1064,closed,2,751.0,100,1.73231,0.07989,5.58544,7.51
1064,closed,3,1155.0,100,1.72076,0.07532,5.67778,11.55
1064,virtual,1,200.0,50,1.69093,0.065,5.30083,4.0
1064,virtual,2,347.0,50,1.67886,0.06052,5.57685,6.94
1064,virtual,3,487.0,50,1.79159,0.10062,5.71732,9.74
1066,closed,1,400.0,100,1.68393,0.0625,5.41,4.0
1066,closed,2,756.0,100,1.69097,0.06481,5.56195,7.56
1066,closed,3,1158.0,100,1.72718,0.07858,5.69099,11.58
1066,virtual,1,200.0,50,1.69003,0.065,5.355,4.0
1066,virtual,2,380.0,50,1.74545,0.08421,5.51974,7.6
1066,virtual,3,580.0,50,1.75525,0.08621,5.65603,11.6
1068,closed,1,400.0,100,1.73279,0.08,5.39833,4.0
1068,closed,2,744.0,100,1.72712,0.0793,5.59364,7.44
1068,closed,3,1148.0,100,1.72628,0.08101,5.69323,11.48
1068,virtual,1,200.0,50,1.71784,0.075,5.09,4.0
1068,virtual,2,348.0,50,1.7277,0.07759,5.49952,6.96
1068,virtual,3,498.0,50,1.72324,0.07831,5.71151,9.96
1070,closed,1,400.0,100,1.71685,0.0725,5.4,4.0
1070,closed,2,746.0,100,1.68094,0.063,5.60299,7.46
1070,closed,3,1134.0,100,1.72974,0.07937,5.71046,11.34
1070,virtual,1,200.0,50,1.74685,0.085,5.25833,4.0
1070,virtual,2,340.0,50,1.78177,0.09706,5.63382,6.8
1070,virtual,3,530.0,50,1.70256,0.0717,5.65503,10.6
1072,closed,1,400.0,100,1.68408,0.0625,5.41083,4.0
1072,closed,2,738.0,100,1.70197,0.07046,5.61134,7.38
1072,closed,3,1143.0,100,1.72284,0.07787,5.69685,11.43
1072,virtual,1,200.0,50,1.82016,0.11,5.24583,4.0
1072,virtual,2,352.0,50,1.67451,0.0625,5.55303,7.04
1072,virtual,3,523.0,50,1.75288,0.09178,5.68483,10.46
1074,closed,1,400.0,100,1.69941,0.07,5.41125,4.0
1074,closed,2,736.0,100,1.77544,0.09239,5.6216,7.36
1074,closed,3,1150.0,100,1.74562,0.08174,5.69551,11.5
1074,virtual,1,200.0,50,1.7051,0.075,5.17667,4.0
1074,virtual,2,368.0,50,1.70427,0.07065,5.52219,7.36
1074,virtual,3,521.0,50,1.67725,0.06334,5.72969,10.42
1076,closed,1,400.0,100,1.66748,0.0575,5.42542,4.0
1076,closed,2,733.0,100,1.7298,0.07503,5.63824,7.33
1076,closed,3,1143.0,100,1.7338,0.08136,5.70429,11.43
1076,virtual,1,200.0,50,1.64221,0.04,5.26667,4.0
1076,virtual,2,358.0,50,1.77659,0.09497,5.61685,7.16
1076,virtual,3,507.0,50,1.74876,0.08481,5.69625,10.14
1078,closed,1,400.0,100,1.76349,0.09,5.39042,4.0
1078,closed,2,729.0,100,1.7187,0.07545,5.6406,7.29
1078,closed,3,1128.0,100,1.72025,0.07447,5.71439,11.28
1078,virtual,1,200.0,50,1.74356,0.085,5.2825,4.0
1078,virtual,2,378.0,50,1.76803,0.08995,5.47575,7.56
1078,virtual,3,564.0,50,1.71608,0.07447,5.6581,11.28
1080,closed,1,400.0,100,1.6863,0.065,5.41125,4.0
1080,closed,2,735.0,100,1.73962,0.08163,5.60136,7.35
1080,closed,3,1144.0,100,1.74303,0.08392,5.71198,11.44
1080,virtual,1,200.0,50,1.70371,0.075,5.33917,4.0
1080,virtual,2,385.0,50,1.627,0.04416,5.52424,7.7
1080,virtual,3,580.0,50,1.71826,0.07241,5.60115,11.6
1082,closed,1,400.0,100,1.69043,0.065,5.41583,4.0
1082,closed,2,727.0,100,1.75306,0.08666,5.63824,7.27
1082,closed,3,1157.0,100,1.74258,0.08124,5.68583,11.57
1082,virtual,1,200.0,50,1.71854,0.075,5.29333,4.0
1082,virtual,2,379.0,50,1.69001,0.0686,5.48285,7.58
1082,virtual,3,590.0,50,1.694,0.0678,5.64266,11.8
1084,closed,1,400.0,100,1.75093,0.085,5.41042,4.0
1084,closed,2,740.0,100,1.7144,0.07568,5.63491,7.4
1084,closed,3,1150.0,100,1.74166,0.08261,5.69797,11.5
1084,virtual,1,200.0,50,1.74755,0.085,5.1875,4.0
1084,virtual,2,353.0,50,1.66939,0.05949,5.57365,7.06
1084,virtual,3,552.0,50,1.74135,0.07971,5.67603,11.04
1086,closed,1,400.0,100,1.74632,0.09,5.42167,4.0
1086,closed,2,746.0,100,1.64135,0.04558,5.61305,7.46
1086,closed,3,1150.0,100,1.69792,0.06957,5.69928,11.5
1086,virtual,1,200.0,50,1.78973,0.105,5.33917,4.0
1086,virtual,2,359.0,50,1.69767,0.06685,5.67409,7.18
1086,virtual,3,583.0,50,1.81371,0.11149,5.66924,11.66
1088,closed,1,400.0,100,1.70274,0.07,5.42417,4.0
1088,closed,2,741.0,100,1.70331,0.06883,5.62033,7.41
1088,closed,3,1160.0,100,1.72948,0.07845,5.70934,11.6
1088,virtual,1,200.0,50,1.75213,0.085,5.27833,4.0
1088,virtual,2,371.0,50,1.68727,0.06199,5.50809,7.42
1088,virtual,3,525.0,50,1.69763,0.06667,5.67111,10.5
1090,closed,1,400.0,100,1.72116,0.0775,5.43667,4.0
1090,closed,2,742.0,100,1.70865,0.06873,5.62287,7.42
1090,closed,3,1147.0,100,1.70103,0.07062,5.6982,11.47
1090,virtual,1,200.0,50,1.69986,0.07,5.41083,4.0
1090,virtual,2,368.0,50,1.72269,0.07609,5.59149,7.36
1090,virtual,3,578.0,50,1.75758,0.08304,5.61332,11.56
1092,closed,1,400.0,100,1.72549,0.075,5.44375,4.0
1092,closed,2,747.0,100,1.7736,0.09103,5.62137,7.47
1092,closed,3,1159.0,100,1.71639,0.07765,5.68565,11.59
1092,virtual,1,200.0,50,1.78627,0.095,5.37417,4.0
1092,virtual,2,371.0,50,1.63428,0.04852,5.58895,7.42
1092,virtual,3,557.0,50,1.78315,0.09515,5.70646,11.14
1094,closed,1,400.0,100,1.72257,0.0725,5.44958,4.0
1094,closed,2,737.0,100,1.7745,0.09091,5.62347,7.37
1094,closed,3,1168.0,100,1.73866,0.0839,5.67951,11.68
1094,virtual,1,200.0,50,1.68725,0.065,5.2875,4.0
1094,virtual,2,353.0,50,1.76518,0.09065,5.58026,7.06
1094,virtual,3,521.0,50,1.62848,0.04031,5.60557,10.42
1096,closed,1,400.0,100,1.7382,0.0825,5.425,4.0
1096,closed,2,726.0,100,1.75512,0.08678,5.65565,7.26
1096,closed,3,1164.0,100,1.75064,0.08677,5.70504,11.64
1096,virtual,1,200.0,50,1.73981,0.08,5.16583,4.0
1096,virtual,2,362.0,50,1.72313,0.07735,5.54282,7.24
1096,virtual,3,504.0,50,1.64396,0.05159,5.73148,10.08
1098,closed,1,400.0,100,1.69062,0.0675,5.44125,4.0
1098,closed,2,740.0,100,1.72676,0.07838,5.63288,7.4
1098,closed,3,1160.0,100,1.7189,0.075,5.69813,11.6
1098,virtual,1,200.0,50,1.74804,0.085,5.24917,4.0
1098,virtual,2,352.0,50,1.77859,0.09659,5.61553,7.04
1098,virtual,3,539.0,50,1.75257,0.08534,5.7248,10.78
1100,closed,1,400.0,100,1.66548,0.06,5.44792,4.0
1100,closed,2,734.0,100,1.68274,0.06267,5.64101,7.34
1100,closed,3,1172.0,100,1.70934,0.07253,5.69909,11.72
1100,virtual,1,200.0,50,1.7193,0.08,5.34083,4.0
1100,virtual,2,358.0,50,1.67713,0.06145,5.59125,7.16
1100,virtual,3,573.0,50,1.66532,0.05585,5.59395,11.46
1102,closed,1,400.0,100,1.73779,0.085,5.4525,4.0
1102,closed,2,735.0,100,1.77985,0.09796,5.64739,7.35
1102,closed,3,1165.0,100,1.71775,0.07811,5.71187,11.65
1102,virtual,1,200.0,50,1.81717,0.11,5.31,4.0
1102,virtual,2,349.0,50,1.68415,0.06304,5.57689,6.98
1102,virtual,3,504.0,50,1.77241,0.09524,5.80357,10.08
1104,closed,1,400.0,100,1.69091,0.0675,5.44167,4.0
1104,closed,2,728.0,100,1.75434,0.08791,5.64171,7.28
1104,closed,3,1159.0,100,1.74221,0.08283,5.70736,11.59
1104,virtual,1,200.0,50,1.64822,0.05,5.41667,4.0
1104,virtual,2,369.0,50,1.76971,0.09214,5.6075,7.38
1104,virtual,3,575.0,50,1.77834,0.09391,5.74812,11.5
1106,closed,1,400.0,100,1.73031,0.0775,5.4375,4.0
1106,closed,2,732.0,100,1.72294,0.07514,5.6127,7.32
1106,closed,3,1140.0,100,1.74756,0.08421,5.70336,11.4
1106,virtual,1,200.0,50,1.69996,0.07,5.30917,4.0
1106,virtual,2,374.0,50,1.81414,0.10428,5.47103,7.48
1106,virtual,3,610.0,50,1.72704,0.07705,5.60601,12.2
1108,closed,1,400.0,100,1.7089,0.07,5.43292,4.0
1108,closed,2,721.0,100,1.77241,0.09293,5.65164,7.21
1108,closed,3,1139.0,100,1.7567,0.08955,5.72022,11.39
1108,virtual,1,200.0,50,1.6296,0.05,5.37167,4.0
1108,virtual,2,388.0,50,1.69985,0.06959,5.53265,7.76
1108,virtual,3,597.0,50,1.73977,0.0871,5.65159,11.94
1110,closed,1,400.0,100,1.74262,0.085,5.45292,4.0
1110,closed,2,733.0,100,1.73293,0.08186,5.62233,7.33
1110,closed,3,1153.0,100,1.73968,0.08239,5.71437,11.53
1110,virtual,1,200.0,50,1.70069,0.065,5.22333,4.0
1110,virtual,2,360.0,50,1.69902,0.06944,5.52778,7.2
1110,virtual,3,512.0,50,1.67082,0.06055,5.62109,10.24
1112,closed,1,400.0,100,1.7725,0.0975,5.43792,4.0
1112,closed,2,732.0,100,1.72105,0.0765,5.63342,7.32
1112,closed,3,1163.0,100,1.73129,0.08255,5.70135,11.63
1112,virtual,1,200.0,50,1.71894,0.075,5.21167,4.0
1112,virtual,2,367.0,50,1.75887,0.08992,5.51453,7.34
1112,virtual,3,511.0,50,1.7337,0.08023,5.69765,10.22
1114,closed,1,400.0,100,1.69928,0.0675,5.40833,4.0
1114,closed,2,736.0,100,1.68825,0.06386,5.62455,7.36
1114,closed,3,1148.0,100,1.73356,0.08014,5.70456,11.48
1114,virtual,1,200.0,50,1.74801,0.09,5.34833,4.0
1114,virtual,2,361.0,50,1.78845,0.10526,5.65282,7.22
1114,virtual,3,552.0,50,1.75517,0.08696,5.72736,11.04
1116,closed,1,400.0,100,1.72279,0.08,5.39917,4.0
1116,closed,2,731.0,100,1.69164,0.06566,5.63155,7.31
1116,closed,3,1133.0,100,1.77721,0.09356,5.73051,11.33
1116,virtual,1,200.0,50,1.68741,0.07,5.34583,4.0
1116,virtual,2,380.0,50,1.73949,0.07895,5.57807,7.6
1116,virtual,3,579.0,50,1.74874,0.08463,5.66638,11.58
1118,closed,1,400.0,100,1.7621,0.09,5.3975,4.0
1118,closed,2,721.0,100,1.72806,0.08183,5.63939,7.21
1118,closed,3,1146.0,100,1.72559,0.07853,5.70433,11.46
1118,virtual,1,200.0,50,1.72362,0.075,5.32333,4.0
1118,virtual,2,352.0,50,1.74948,0.08523,5.61032,7.04
1118,virtual,3,550.0,50,1.74757,0.08545,5.70424,11.0
1120,closed,1,400.0,100,1.71154,0.0725,5.40208,4.0
1120,closed,2,725.0,100,1.74761,0.08552,5.63632,7.25
1120,closed,3,1143.0,100,1.73705,0.08486,5.71551,11.43
1120,virtual,1,200.0,50,1.70444,0.07,5.38917,4.0
1120,virtual,2,371.0,50,1.66534,0.0593,5.62399,7.42
1120,virtual,3,585.0,50,1.70442,0.07009,5.71538,11.7
1122,closed,1,400.0,100,1.75369,0.09,5.42542,4.0
1122,closed,2,736.0,100,1.71647,0.06929,5.62908,7.36
1122,closed,3,1159.0,100,1.76418,0.08973,5.70175,11.59
1122,virtual,1,200.0,50,1.71791,0.08,5.33833,4.0
1122,virtual,2,369.0,50,1.71498,0.07859,5.61021,7.38
1122,virtual,3,565.0,50,1.76747,0.09204,5.81445,11.3
1124,closed,1,400.0,100,1.67115,0.06,5.41208,4.0
1124,closed,2,733.0,100,1.75699,0.08731,5.63051,7.33
1124,closed,3,1137.0,100,1.7309,0.08091,5.69745,11.37
1124,virtual,1,200.0,50,1.81976,0.11,5.23333,4.0
1124,virtual,2,352.0,50,1.781,0.09659,5.58712,7.04
1124,virtual,3,498.0,50,1.76159,0.09036,5.83869,9.96
1126,closed,1,400.0,100,1.75125,0.09,5.4225,4.0
1126,closed,2,746.0,100,1.75568,0.08981,5.62154,7.46
1126,closed,3,1138.0,100,1.7523,0.08875,5.70533,11.38
1126,virtual,1,200.0,50,1.73314,0.08,5.2425,4.0
1126,virtual,2,366.0,50,1.68506,0.06557,5.6102,7.32
1126,virtual,3,532.0,50,1.67095,0.06015,5.75658,10.64
1128,closed,1,400.0,100,1.72211,0.0775,5.39708,4.0
1128,closed,2,736.0,100,1.7687,0.09239,5.63768,7.36
1128,closed,3,1124.0,100,1.7223,0.07829,5.72286,11.24
1128,virtual,1,200.0,50,1.67782,0.06,5.26583,4.0
1128,virtual,2,370.0,50,1.72923,0.07838,5.5545,7.4
1128,virtual,3,566.0,50,1.68632,0.06537,5.67314,11.32
1130,closed,1,400.0,100,1.72908,0.075,5.41625,4.0
